outcome,var_a,var_b,var_c,var_d,var_e,var_f,var_g,var_h
0,710,41620,0,30,1,89731.17,14,3.625
0,716,36084,0,45,2,272747.93,15,4.5
0,798,42644,12,39,1,298896.27,20,4.25
0,759,11244,0,29,2,239751.56,15,4
0,805,41940,0,32,1,203243.9,12,4.125
0,742,41884,0,32,2,327665.82,10,4.125
0,803,47894,12,28,2,407573.85,16,3.875
0,769,31084,0,28,1,172936.21,14,3.625
0,742,19660,0,21,1,245792.75,10,4.125
0,784,42644,0,21,1,312373.77,19,3.875
0,765,19124,30,27,1,290194.75,14,3.875
0,783,38060,12,39,1,248274.92,16,4.625
0,714,23420,0,32,2,350231.88,10,3.875
0,764,30700,0,34,2,114031.01,20,3.125
0,695,16974,0,38,1,239310.16,13,4
0,798,26420,30,37,2,327000,4,4.125
0,673,16740,0,29,2,176286.1,21,3.125
0,797,31084,0,34,1,116000,3,4
0,746,40900,0,43,1,210644.27,16,3.99
0,793,41740,25,50,1,365867.49,15,4.125
0,737,31084,0,42,1,474523.9,10,4.125
0,712,-1,0,34,2,207845.96,11,3.875
0,689,31084,0,30,1,186037.19,9,4.625
0,774,19740,0,41,1,170143.78,16,3.99
0,796,37100,0,40,1,439671.11,16,3.875
0,694,20524,0,46,2,373553.26,16,4.5
0,815,40140,0,28,2,315420.81,11,4.125
0,800,22220,0,36,1,75752.02,13,3.125
0,688,-1,0,35,1,130823.61,9,4.75
0,794,38900,12,38,1,145134.31,14,4.125
0,731,33460,0,44,2,101903.35,12,4.25
0,706,42644,25,41,1,395758.72,19,4.125
0,752,40140,0,24,2,182039.52,14,4
0,813,40484,0,28,1,261525.88,14,4.25
0,770,16974,0,22,2,171087.38,17,3.99
0,711,16974,0,45,1,280180.67,9,3.99
0,719,24580,0,18,2,187932.3,16,4.25
0,739,13820,0,13,1,404058.7,21,3.75
0,778,47894,0,30,2,250252.45,17,3.75
0,738,41884,0,28,2,409324.93,13,3.75
0,797,12420,0,36,1,173155.16,17,3.75
0,752,42644,0,19,1,207043.3,20,3.875
0,725,38060,0,28,1,296594.3,14,3.95
0,735,26900,0,43,2,188261.22,11,3.95
0,781,16974,30,43,2,363000,5,3.875
0,757,33460,30,25,2,217000,6,4.125
0,687,31084,0,32,1,218987.14,15,4.5
0,755,17820,0,39,2,285150.65,17,3.125
0,760,11244,0,45,1,224874.18,21,3.875
0,799,19740,0,44,1,108520.8,20,4.375
0,755,36084,0,42,2,368657.82,14,3.875
0,743,24340,30,44,2,170000,6,4.625
0,702,38860,25,39,1,186092.17,9,4.5
0,760,45300,0,31,1,146000,4,3.625
0,685,37340,0,43,1,125000,1,4.25
0,809,41740,25,41,2,355000,4,4.25
0,684,35084,0,47,2,187466.97,20,3.99
0,782,17460,0,41,1,138661.68,14,4.18
0,756,-1,0,23,1,108645.52,16,3
0,762,19740,0,24,2,333834.05,13,4.125
0,790,-1,0,30,1,124308.5,12,4.125
0,802,20500,0,16,2,141560.67,15,4.125
0,806,41180,0,12,1,135488.85,11,4
0,802,14740,12,19,1,156000,5,4.625
0,797,34580,0,45,1,169019.03,16,4.625
0,641,42644,0,30,2,216738.52,16,4.625
0,696,41940,0,40,1,599694.12,13,4.25
0,688,-1,0,42,2,128365.06,10,4.25
0,809,42340,0,45,1,46614.06,15,4.125
0,763,40900,25,32,1,333885.85,21,4.125
0,684,36540,0,20,1,237000,2,4.125
0,760,30460,0,17,2,124689.71,11,4.125
0,763,12940,0,38,1,108227.23,12,4
0,770,31180,0,20,1,86928.02,9,3.75
0,669,11244,0,44,1,291498.63,15,4.125
0,767,25540,0,26,1,141078.97,14,4
0,713,19740,0,44,2,200109.22,14,4.125
0,722,11244,0,46,1,235533.63,15,3.99
0,797,31084,0,50,2,556153.35,17,3.75
0,758,16974,0,43,2,128047.46,9,4.75
1,689,38060,25,39,1,342860.65,17,4.5
0,754,31084,0,30,2,509098.55,15,4
0,801,41180,0,28,2,372579.7,14,3.875
0,777,15980,30,34,1,124095.38,20,4.125
0,770,33340,25,38,2,100612.46,13,3.875
0,749,32900,0,49,2,166192.99,12,4.625
0,801,11244,0,37,2,434330.93,9,4.125
0,692,40140,0,39,2,365002.64,10,4
0,794,12580,0,19,2,193000,7,4.375
0,773,19740,25,50,1,322620.04,14,4.375
0,706,19740,25,43,2,405389.47,19,3.75
0,747,17900,0,42,1,349000,3,3.75
0,754,16300,0,46,1,50000,4,3.75
0,701,40900,0,38,1,187715.79,16,4.625
0,800,14454,0,20,1,245400.48,13,3.75
0,794,43524,0,41,2,397201.04,12,3.75
0,778,16740,0,22,2,104726.32,15,4.5
0,797,39340,25,37,1,285793.98,17,3.625
0,704,31084,0,45,1,502202.79,9,4.625
0,713,28140,0,17,1,55038.86,12,4
0,757,35614,0,50,2,416000,3,4.125
0,792,-1,0,42,1,120000,2,3.75
0,798,19740,0,23,1,164775.56,17,3.75
0,617,40140,0,40,2,196212.58,11,4.5
0,763,38060,30,25,1,183063.96,11,4.5
0,760,48424,25,45,1,296706.77,19,4.625
0,712,40140,0,23,1,179811.71,11,4.25
0,777,26900,25,46,1,175522.01,19,3.625
0,783,22420,0,35,2,129230.98,17,3.75
0,693,12060,0,25,1,134732.28,16,3.7
0,789,16974,0,35,2,257827.53,17,4.125
0,657,35840,25,40,2,219234.52,13,4.125
0,775,47894,0,14,2,189579.55,13,3.375
0,780,47894,0,21,1,167384.59,19,3.375
0,782,-1,0,39,2,277011.24,9,4.5
0,756,41740,0,35,1,476651.59,16,4.125
0,740,41500,0,42,2,399706.76,17,4
0,803,33340,12,32,2,176055.52,10,4
0,775,19740,12,30,2,309999.55,11,4.125
0,813,41940,0,35,2,468653.06,15,3
0,715,40900,0,43,1,224709.82,12,4.375
0,777,46700,0,24,1,231586.95,14,4.125
0,761,11244,30,45,2,410332.23,13,4.55
0,736,42644,30,45,1,259996.94,14,4.125
0,667,48424,0,21,2,191000,7,4.75
0,776,19740,0,37,1,262236.96,11,3.75
0,756,47894,25,44,2,438939.65,17,4.375
0,734,13820,0,49,2,191337.02,17,3.875
0,692,12540,0,43,1,73291.35,13,4.095
0,748,41180,0,42,2,412562.12,8,3.75
0,707,42644,0,35,2,414000,6,4.125
0,742,19124,0,31,2,260389.02,15,4.125
0,810,40900,0,44,1,143000,4,4.125
0,700,31140,0,32,2,210349.4,14,4
0,763,16740,0,38,2,247253.32,17,3.99
0,778,35614,0,38,2,360335.5,15,4
0,757,36084,0,41,2,237206.22,18,3.95
0,806,29820,0,19,1,224441.5,20,3.75
0,779,31140,30,42,1,119000,6,4.125
0,766,19740,0,7,2,2000,6,4
0,776,12060,30,42,2,350941.63,15,4.625
0,758,12060,0,29,1,23836.52,8,4.125
0,812,44180,0,33,2,67631.93,20,3.75
0,715,29460,25,45,1,276456.78,8,4.625
0,797,-1,0,27,1,120903.87,14,3.5
0,794,15804,12,37,2,208000,3,3.625
0,726,41180,0,45,2,150527.17,10,3.625
0,793,21660,0,31,2,65513.35,18,4.5
0,680,31084,0,38,1,369227.51,8,4.875
0,810,16740,0,46,2,122750.47,13,3.875
0,696,36084,0,44,1,296070.63,11,4.625
0,728,41100,30,38,2,291535.35,8,4.25
0,794,15764,12,16,2,232000,2,4.25
0,714,40060,0,47,2,448547.07,11,4.625
0,658,48300,30,34,2,218735,14,4.375
0,795,17140,30,25,1,77135.06,11,4
0,814,36740,0,19,2,77135.06,0,4.125
0,701,35614,25,29,2,359679.07,21,4.375
0,767,33874,0,45,1,48902.73,12,4.125
0,781,46700,0,30,1,182489.43,14,4.125
0,717,31084,0,45,1,323226.58,8,4.625
0,688,38900,30,39,2,291111.83,18,4.25
0,687,20500,0,27,2,402830.7,17,4.125
0,680,35614,25,35,2,300481.3,14,4.125
0,686,41740,0,38,1,308080.39,14,4.125
0,741,38900,0,41,2,409011.54,14,4
0,796,35614,0,39,1,298740.56,20,3.625
0,784,35614,0,41,1,326618.4,16,3.75
0,771,-1,0,41,2,216000,2,4.375
0,698,-1,0,42,2,126936.08,18,4.25
0,672,45300,0,41,1,185037.34,11,5.125
0,729,33340,25,37,2,193319.46,17,4
0,774,44700,0,48,1,272106.43,14,3.99
0,677,14454,0,42,2,447299.48,11,4.25
0,768,31084,0,45,1,641000,6,4.05
0,649,15940,0,45,1,95476.46,12,4.625
0,735,12580,30,28,2,366754.8,17,4.25
0,700,16974,12,36,1,275000,4,5
0,740,19740,0,39,1,233094.76,11,3.25
0,812,40900,0,46,2,247000,4,4.75
0,806,31084,0,32,2,467820.16,18,3.95
0,631,29100,25,27,2,110374.65,15,4.5
0,760,-1,30,32,2,155153.15,8,4
0,783,19124,0,42,1,213748.98,15,4
0,772,36500,0,47,1,209426.52,11,4.25
0,731,40140,0,36,1,406350.23,17,4
0,763,31084,0,38,2,403086.53,10,4.5
0,789,15804,0,20,2,251686.96,13,4.125
0,726,20994,30,45,1,123000,4,4.125
0,793,-1,0,28,2,146000,4,4.125
0,739,19124,0,44,1,149887.33,14,3.5
0,686,13820,30,26,2,363255.58,14,3.875
0,731,40140,0,36,2,252420.08,12,4.25
0,707,47894,0,39,2,468458.83,17,4.125
0,769,47894,30,31,1,340615.82,9,4.375
0,796,31084,0,50,1,296153.42,8,4.125
0,765,16740,0,38,2,287266.1,16,3.875
0,801,12420,0,37,2,370959.16,13,3.59
0,704,33700,0,36,1,179026.41,14,4.25
0,738,39300,30,42,2,306210.52,16,3.75
0,743,16974,12,28,1,250673.08,15,4.5
0,819,39580,0,29,2,266867.64,14,4.375
0,775,22540,0,33,2,387448.82,16,3.625
0,760,35614,0,36,1,199100.48,18,3.875
0,814,42100,0,36,1,336074.55,16,4.125
0,698,40900,12,22,1,294326.41,15,4.375
0,675,39580,0,28,2,254113.73,17,4.25
0,796,41740,0,45,1,553675.07,12,4.25
0,796,42644,0,26,2,315000,5,4.375
0,749,47260,30,42,2,397976.18,14,4.25
0,763,42020,25,32,2,361675.72,17,4.375
0,779,-1,30,45,2,299422.89,16,4.25
0,690,40900,0,45,2,304825.93,8,4.25
0,669,48424,0,48,1,336782.3,9,4.25
0,796,36084,0,29,1,405954.71,11,4.125
0,793,42644,30,22,2,260240.77,16,4.125
0,797,38300,0,31,2,255616.78,13,4.25
0,702,46060,0,21,2,353098.47,14,4.125
0,787,46060,0,41,2,304781.93,17,4.125
0,813,19780,30,43,1,249031.49,14,4.125
0,774,16860,30,42,2,223262.14,11,4.25
0,725,38900,30,41,2,248014.07,8,4.125
0,705,44700,0,32,1,223457.9,17,4.125
0,752,-1,25,40,1,252613.28,14,4.125
0,800,41540,0,36,2,379151.26,16,3.875
0,774,41940,0,39,2,429180.66,15,4.375
0,752,37340,0,40,1,245418.52,19,4.125
0,788,45300,0,46,2,291402.62,12,4.25
0,712,26420,0,31,1,217902.74,8,4.375
0,715,26420,0,44,1,245223.93,18,3.875
0,813,19740,25,28,1,274604.37,12,4.25
0,755,34980,0,27,1,232696.22,11,4.25
0,736,26420,30,45,1,260291.11,15,4.125
0,763,36740,30,43,2,204448.54,13,4.25
0,715,31084,0,46,1,261053.73,18,4.25
0,710,15980,30,40,1,180814.79,10,4.25
0,734,16740,30,40,1,310297.72,14,4.25
0,744,-1,0,46,1,79000,7,5.125
0,698,13460,0,35,1,142000,5,4.625
0,806,-1,0,46,2,145000,1,4
0,766,45300,0,46,2,298209.67,11,3.75
0,794,16740,0,36,2,141401.78,20,3.375
0,775,31084,0,36,1,373308.02,13,4
0,784,15764,0,28,1,264512.14,14,3.75
0,798,33460,0,18,1,147645.29,11,4.125
0,784,31084,0,31,2,111376.94,14,4.625
0,706,19124,0,41,1,114662.96,14,4.25
0,763,12060,0,24,2,138155.56,15,4.125
0,786,19124,0,46,1,134209.37,16,3.625
0,794,11244,0,44,1,322048.03,18,4.25
0,793,19740,30,33,1,345900.55,15,4.75
0,803,36084,25,31,1,569821.39,16,3.875
0,770,24580,30,29,2,239748.39,12,3.75
0,761,19740,0,23,2,382881.35,8,3.75
0,804,23104,25,41,1,256047.07,20,3.75
0,737,38900,0,41,1,251597.21,11,3.75
0,784,24860,30,21,1,191754.54,11,3.75
0,801,47894,0,24,2,203482.86,21,3.75
0,780,19124,25,48,2,359491.24,17,3.625
0,800,-1,0,40,2,193868.32,8,3.625
0,739,31084,0,38,1,239664.55,11,3.75
0,797,19740,0,21,2,306869.24,12,3.75
0,795,37100,0,25,1,97270.21,21,4.5
0,743,-1,0,47,1,386571.32,22,4.75
0,776,47894,0,40,1,415000,5,4.75
0,682,31700,0,37,2,151546.98,20,4.5
0,799,25540,0,36,1,163913.01,8,4
0,692,11244,0,45,2,610427.43,19,4.25
0,804,37860,0,21,1,87213.82,17,3.75
0,727,45300,0,37,1,58989.17,22,5
0,786,35614,30,45,1,164974.64,21,3.625
0,771,37100,0,42,1,563377.65,18,4.125
0,731,36084,25,41,1,445814.58,14,4
0,786,31084,0,43,2,625000,1,4
0,784,-1,0,42,2,585226.09,18,4.125
0,743,34980,30,39,1,156552.24,9,4.125
0,711,47580,30,40,2,150342.13,19,4.125
0,738,34980,0,38,2,154468.33,21,4.25
0,802,12420,0,30,2,154000,6,4.125
0,774,10420,0,48,2,155159.96,17,3.875
0,765,44060,0,40,2,245674.28,12,3.5
0,769,40140,0,44,2,242689.26,18,3.49
0,763,40900,30,19,1,412000,5,4.875
0,772,19460,0,36,2,138790.11,16,3.875
0,719,11244,0,42,1,450000,4,4.5
0,710,41540,30,44,1,194945.68,10,3.875
0,742,31084,0,49,1,181716.09,16,3.875
0,799,10740,0,28,2,73000,1,4.75
0,725,19804,0,47,2,48954.72,16,4.5
0,791,16974,30,48,2,78016.28,13,4.375
0,751,41500,0,44,2,211272.61,16,3.875
0,742,19740,0,36,2,171236.99,14,4.125
0,685,31700,25,40,1,172371.73,15,4
0,678,41700,0,33,2,274105.08,17,4.75
0,803,44940,0,16,1,88399.53,16,3.125
0,781,17140,0,26,1,63958.47,18,3.125
0,777,40484,25,24,1,172758.66,9,4.375
0,700,11244,30,39,2,301036.83,9,4.25
0,787,31540,0,23,2,156000,5,3.125
0,741,39900,0,26,2,206809.29,15,3.875
0,771,40140,0,44,1,180448.55,20,4
0,804,40340,0,31,1,91618.2,15,3.125
0,805,11540,0,12,1,107667.78,17,3
0,776,41740,0,24,1,226952.56,15,4.125
0,794,42100,0,44,2,551551.12,13,4.375
0,738,31084,0,50,2,181165.07,16,4.375
0,723,43524,0,41,1,260752.98,15,4.2
0,719,39580,30,43,1,113798.4,17,4.25
0,707,38060,0,30,2,192298.82,20,4.125
0,725,35614,0,21,2,322660.03,8,3.625
0,755,48424,0,21,1,370096.88,8,3.5
0,688,19124,0,39,2,264706.13,17,3.75
0,808,42644,0,9,1,363603.62,18,4.625
0,721,42644,0,27,2,209449.45,10,4.5
0,694,12580,25,42,2,321545.25,13,4.625
0,685,11244,0,34,2,402311.05,15,3.75
0,807,26900,0,14,2,165705.01,14,3.25
0,787,26420,0,29,2,221742.94,9,2.875
0,758,40900,0,47,2,381556.12,16,4.125
0,796,33460,0,19,2,295000,4,3.375
0,643,31084,0,37,2,74000,3,3.625
0,722,46700,0,33,1,168000,7,3.625
0,757,31084,0,24,2,464529.91,18,4.25
0,806,18880,0,22,1,73316.06,15,3.125
0,718,17820,0,39,2,102735.8,14,3.5
0,698,26420,0,26,2,74892.83,19,3.5
0,708,40484,0,39,1,74197.18,9,3.5
0,787,35380,0,31,2,239000,4,3.375
0,698,41700,0,45,1,132334.88,14,3.125
0,754,12980,0,45,2,113936.51,16,2.875
0,668,21340,0,33,2,22697.4,9,3.625
0,754,36084,0,34,2,569113,18,3.625
0,719,19740,0,44,2,276398.85,9,3.375
0,801,16740,0,35,2,220551.59,20,3.125
0,776,16740,6,34,1,173094.24,8,3.25
0,781,41940,0,18,2,504487.72,14,3.125
0,763,23540,0,37,2,218780.73,16,3.125
0,749,43524,0,32,2,296130.64,10,3.5
0,800,36084,0,41,1,346358.33,14,3.625
0,788,47460,30,36,2,337528.12,18,3.75
0,814,46060,0,25,2,68507.45,17,3.375
0,762,26420,0,31,1,100056.68,21,3.625
0,702,40140,0,46,1,266568.89,13,3.375
0,766,34940,0,25,1,246866.12,12,3.875
0,633,19340,0,35,1,47187.18,12,3.5
0,783,31084,0,35,1,308599.77,8,3.25
0,793,28140,0,17,2,182387.34,11,3
0,768,42644,0,43,2,575492.58,16,4.25
0,772,33700,0,43,2,291774.04,14,4.25
0,751,41180,0,12,1,75011.11,19,4
0,805,40140,0,34,1,290519.31,10,4
0,749,42034,0,37,2,142291.54,13,3.65
0,773,19660,30,43,2,88000,5,3.96
0,804,45300,0,40,2,105000,6,4
0,734,38060,25,32,1,259000,7,4.125
0,680,32580,0,45,1,114000,2,4.375
0,636,33700,0,46,1,337694.55,18,3.625
0,810,36084,0,18,2,360633.33,14,3.75
0,801,45540,0,26,2,93295.21,16,3.125
0,695,35614,0,31,2,444001.28,12,4.75
0,815,47664,0,11,2,122000,7,3
0,696,16974,0,44,1,298354.27,19,4.625
0,652,41884,0,37,2,472111.26,15,4.625
0,791,40900,0,30,1,150154.75,15,3.25
0,800,40340,30,24,2,291084.34,20,2.875
0,761,38060,0,37,1,119000,6,4.125
0,744,40140,0,22,1,214910.39,17,4.125
0,781,12060,0,21,2,125167.31,21,4
0,775,29820,0,22,1,102139.88,10,4
0,778,31084,0,43,1,464945.11,21,4
0,759,41740,0,28,1,259389.05,19,4
0,765,40140,0,42,2,150000,2,4.125
0,744,42644,0,29,2,287677.52,13,3.875
0,783,-1,0,22,2,250348.2,17,4.375
0,726,37100,0,39,2,532230.01,17,4.25
0,766,31084,0,38,1,183194.65,19,4.25
0,735,16974,0,33,1,48814.78,18,4.375
0,812,36084,0,45,1,471000,7,4.125
0,768,35004,0,27,2,297925.75,16,4.18
0,771,23104,0,22,2,200696.87,18,4.125
0,703,38900,0,24,2,195762.75,16,4.25
0,718,29820,0,43,1,201000,7,4.625
0,763,36084,0,42,2,497000,4,4.5
0,790,33660,0,23,1,71000,5,3.625
0,747,14500,0,31,1,256507.38,10,4.125
0,770,15764,0,46,2,332768.61,13,3.625
0,724,13460,0,48,2,416000,4,4.625
0,752,41740,0,38,2,398984.17,8,3.99
0,783,17140,25,33,2,146796.47,15,3.75
0,636,12940,0,37,2,353683.93,14,4.75
0,725,40900,0,44,1,207000,3,4.25
0,808,14260,25,38,1,112967.01,9,4
0,786,47664,25,32,1,282935.24,18,3.99
0,743,27500,0,44,1,78623.07,12,4
0,813,36084,0,15,1,237581.16,16,3.25
0,795,41884,0,29,2,404163.71,8,3.125
0,738,42034,0,20,1,531252.56,9,4.125
0,748,41884,0,30,2,616335.29,11,3.99
0,784,10500,0,47,1,333882.54,9,3.75
0,782,31084,12,40,2,245000,5,4.99
0,682,24580,30,33,2,167674.16,13,4.5
0,736,14500,0,42,1,213282.11,10,4.25
0,637,14454,0,45,1,225232.23,17,4.375
0,795,38060,0,33,2,286768.35,13,4
0,777,36260,0,12,2,352742.68,16,3.5
0,761,37860,0,14,1,405235.7,13,4
0,751,11244,25,34,1,600191.19,10,4.5
0,754,11244,0,49,1,271793,9,4
0,677,26420,0,32,2,175781.11,13,4
0,679,26420,0,18,1,284694.08,14,4.25
0,678,40140,0,20,2,233890.21,9,4.375
0,709,13460,0,42,2,269178.24,11,4.25
0,715,31084,0,29,2,194776.62,19,4.125
0,731,14500,0,45,2,413112.58,8,4.5
0,774,40900,0,27,1,272354.68,13,4.25
0,636,16700,0,33,2,141267.21,16,4.875
0,680,17140,30,42,2,240409.26,19,4
0,782,34980,0,25,1,192000,2,3.75
0,695,30700,6,21,2,143246.47,11,3.625
0,712,12540,0,46,1,64775.63,9,4
0,730,23104,0,43,2,86099.42,18,4.875
0,744,41940,0,47,2,489209.85,15,4.25
0,733,41940,0,50,1,329852.48,15,4.25
0,805,31084,0,47,2,214000,2,4.375
0,731,35614,0,45,1,271645.09,13,4.625
0,681,40140,0,39,1,125210.98,13,4.125
0,790,47894,0,35,1,373826.86,13,3
0,748,45300,0,49,2,146042.17,8,4.375
0,785,11244,0,33,2,613998.42,13,3.75
0,784,11244,0,46,1,465629.71,12,3.75
0,711,36084,0,41,1,345031.84,16,4.25
0,770,43524,0,33,2,192899.3,20,4
0,784,34980,0,47,1,317000,2,4.125
0,731,24540,25,25,1,216233.27,13,3.5
0,696,41940,0,36,2,610094.97,18,4.375
0,794,-1,0,38,1,183793.53,14,4
0,743,12060,30,39,1,158985.01,16,3.99
0,662,36084,0,40,2,326398.18,9,4.375
0,708,12580,0,27,1,191000,6,3.25
0,778,31084,0,28,1,161778.03,14,3.875
0,728,35614,0,50,1,390256.33,16,3.875
0,794,34980,25,20,2,186493.27,14,4.2
0,777,19740,0,46,2,189919.73,13,3.875
0,768,31084,25,39,2,404613.17,14,4.25
0,747,31084,25,40,1,296789.03,15,4.125
1,744,19740,30,35,2,228269.18,9,4.125
0,795,47894,0,45,2,200203.42,17,3.375
0,787,10420,0,16,2,163000,3,2.875
0,801,35614,0,40,1,494203.68,8,4.625
0,722,27260,0,28,2,60955.79,9,3.875
0,634,36084,0,40,1,269217.87,19,4.5
0,706,16974,30,43,2,325193.57,14,4.25
0,761,40900,30,42,2,216665.33,10,4.25
0,708,31084,0,41,1,272499.5,13,2.946
0,690,23104,30,37,2,48188.89,19,4.5
0,676,38940,0,40,2,72435.9,12,4.625
0,764,39300,12,19,1,161000,5,4.25
0,714,19124,25,43,1,123731.34,14,4.5
0,776,42220,0,36,2,371954.73,8,4
1,771,27620,0,33,1,89592.05,9,3.75
0,728,35614,0,45,1,309771.58,17,4.18
0,796,15764,0,33,1,324349.7,17,4.625
0,706,47894,0,50,2,413112.58,9,4.5
0,816,41884,0,36,1,525313.9,17,2.99
0,783,34980,30,22,2,188981,15,4.25
0,754,28140,30,29,1,179988.07,13,4.25
0,737,25420,25,29,2,191239.73,12,3.95
0,727,34940,0,44,2,334607.5,12,4
0,804,47894,0,34,2,591140.73,13,3.125
0,694,44700,0,45,2,174742.45,15,5.25
0,786,12580,0,24,2,214089.02,15,4.25
0,750,31084,0,49,2,341365,18,3.75
0,780,25420,0,17,2,330677.02,11,3.625
0,784,16974,0,34,2,201375.95,15,4.25
0,714,28140,12,38,2,259139.14,15,3.75
0,778,16974,0,21,2,279788.74,21,3.75
0,765,41180,12,30,1,177000,1,3.875
0,780,43524,25,40,2,352747.92,19,3.875
0,796,23104,0,17,2,316000,6,3.75
0,811,13820,12,36,1,351546.79,11,3.75
0,804,41940,0,33,2,875000,7,4.625
0,796,24540,0,21,1,197033.81,10,4.125
0,809,15764,0,40,1,95000,6,3.875
0,748,10180,0,40,2,162854.43,15,3.875
0,738,26620,0,22,1,153287.49,13,3.875
0,757,22220,12,40,1,160069.05,10,3.875
0,813,46520,0,23,2,89466.44,19,2.75
0,790,12940,0,31,2,332000,5,3.625
0,691,11244,0,37,1,620000,7,4.25
0,815,41420,30,32,2,5000,6,4.125
0,709,33460,30,45,1,273918.14,17,4.75
0,815,41940,0,35,2,407573.85,16,3.875
0,741,31084,0,32,2,416851.87,13,4.25
0,792,18700,30,39,1,276991.07,14,4.25
0,791,33700,25,43,1,358488.62,13,4.375
0,737,31084,0,41,2,478284.27,14,4.5
0,768,47894,0,24,2,622000,5,4.625
0,812,39140,0,28,2,184000,5,4.25
0,644,35004,0,37,2,172395.86,19,3.5
0,808,31084,0,41,2,528187.09,18,4.25
0,665,31084,0,39,1,433363.64,14,4.125
0,799,19740,0,23,2,153000,6,3.625
0,760,19124,0,38,1,265064.72,16,3.875
0,727,40140,0,33,1,156067.75,20,4.125
0,729,26620,12,23,1,149830.32,15,4.125
0,694,47664,0,46,1,94432.48,10,4
0,651,19740,0,35,2,195989.24,17,3.99
0,790,31084,0,11,2,509794.42,12,4.125
0,757,41940,0,28,2,616396.04,10,4.25
0,759,11244,25,35,2,449384.43,15,3.99
0,714,29820,0,29,2,54246.83,11,4.375
0,732,16974,0,32,2,306211.38,15,3.875
0,727,41940,0,28,1,505000,6,4.625
0,738,31084,0,23,2,489406.84,16,4.25
0,813,40140,0,49,2,252853.84,16,4.125
0,815,38900,0,17,2,106975.58,19,4.625
0,713,41180,12,44,1,87359.06,16,4.25
0,667,31084,12,43,2,268269.29,8,4.625
0,658,15540,30,37,1,207000,6,4.375
0,750,40140,0,36,1,416000,1,4.625
0,816,14454,12,20,1,290482.24,14,4.25
0,794,13820,0,20,2,221006.9,19,3.875
0,780,34980,0,19,1,136534.31,20,4.375
0,805,26620,0,49,1,120981.11,16,4.125
0,783,14540,30,45,1,108471.65,18,4.25
0,801,-1,0,42,2,114617.23,20,4.375
0,727,41700,0,44,2,251072.81,8,4.125
0,793,41884,0,47,2,342473.83,15,4.125
0,697,40900,0,39,2,152491.13,10,4.25
0,774,17820,0,37,2,164860.42,13,4.375
0,737,29820,0,41,2,136830.46,17,4.25
0,728,24540,30,35,1,363319.75,20,4.375
0,727,42644,0,29,2,236502.47,18,4.25
0,792,-1,0,43,1,156942.45,14,4
0,688,42034,0,36,2,618971.18,9,4.625
0,754,42200,0,40,2,482748.21,8,4.25
0,801,-1,0,44,1,432000,6,3.875
0,677,41884,0,34,1,315699.75,11,3.875
0,777,37964,0,50,2,267000,5,4.5
0,766,19740,0,45,2,284352.64,17,4.75
0,773,31084,0,45,1,237816.84,15,4.375
0,789,40140,0,41,2,178245.45,8,4.25
0,729,46060,30,37,2,195362.03,13,4.125
0,793,31084,0,49,1,559542.74,9,4.125
0,791,36084,30,38,2,354852.47,12,4.625
0,675,49180,0,35,2,240268.61,15,4.375
0,642,19124,0,22,2,208939.61,13,4.625
0,674,21660,0,39,2,362428.22,16,4.75
0,762,19740,0,49,2,202210.01,19,3.75
0,737,33340,0,34,2,120245.72,20,3.375
0,776,40900,0,25,2,224186.95,9,3.625
0,802,47894,0,29,1,83702.82,10,4
0,766,29820,0,37,1,161900.16,20,4.02
0,705,12060,30,31,2,341561.87,8,4.125
0,797,35614,0,14,1,28054.66,11,3.5
0,801,33460,0,31,1,105669.33,15,3.375
0,798,37340,0,18,2,177540.24,16,3.25
0,791,39300,0,43,1,108854.53,11,4.25
0,786,31084,0,33,1,503095.91,11,3.75
0,722,47894,0,35,2,296967.01,17,4.125
0,623,19740,0,45,1,398036.91,13,4.5
0,727,41740,0,38,2,496000,7,4.375
0,711,35614,0,44,1,269388.87,12,5.375
0,719,41500,0,45,2,261108.35,17,4.25
0,788,12060,0,34,1,355438.32,8,4.125
0,623,38060,0,37,1,83123.67,13,4.5
0,637,14454,0,40,2,364481.63,8,3.75
0,725,38060,0,46,1,184991.44,11,4.75
0,750,41500,30,39,2,387261.42,11,4
0,733,19300,0,25,2,398675.53,17,4.375
0,749,42644,0,34,1,453779.99,11,4.375
0,788,47894,0,46,1,294942.4,12,4.25
0,701,15764,0,36,2,489406.84,16,4.25
0,692,35840,0,25,1,156298.47,17,4.125
0,810,36084,12,38,1,260945.72,12,4.297
0,766,12060,12,31,1,273384.46,16,3.875
0,758,12060,25,47,2,230225.96,17,4
0,743,18580,0,50,2,127712.5,12,4.875
0,693,19740,12,40,1,212422.77,19,4.125
0,766,20500,0,47,1,408403.82,15,4
0,793,41060,0,45,2,269483.61,14,4
0,652,46060,0,39,1,116817.37,16,3.375
0,772,47894,0,40,1,168000,5,4.75
0,692,19124,25,39,1,122684.2,10,4.125
0,773,12580,0,39,1,263993.88,11,3.875
0,766,33460,30,29,2,403428.51,13,3.875
0,765,41180,30,47,2,265601.7,17,3.875
0,754,12420,0,35,1,193874.43,8,3.5
0,716,36084,25,23,2,266864.25,10,4.875
0,746,41620,0,39,2,393356.96,14,4
0,796,12060,0,14,1,306740.12,13,4.25
0,772,38900,25,43,2,284958.57,16,4.375
0,808,38060,0,47,1,27701.31,15,4.25
0,777,-1,30,42,2,302535.22,17,4.125
