outcome,var_a,var_b,var_c,var_d,var_e,var_f,var_g,var_h
0,804,33460,30,37,1,83000,2,3.625
0,812,19780,0,19,1,226272.59,12,3.75
0,774,41940,0,44,2,415000,4,4
0,707,26900,25,36,2,120148.5,19,4.25
0,785,49660,6,6,2,66980.26,10,3.5
0,803,42644,0,43,1,254000,4,4.25
0,712,40140,0,36,1,402161.44,11,4.125
0,734,-1,30,25,2,221797.25,17,4.125
0,807,33540,0,40,2,130858.58,10,3.375
0,667,36084,0,36,2,563850.73,19,4.125
0,727,-1,25,24,1,68853.37,18,3.875
0,800,-1,0,24,2,125759.07,14,2.875
0,687,16974,0,32,2,349566.14,15,4.125
0,760,15764,0,14,2,304656.02,17,3.125
0,750,41180,30,37,2,281567.31,15,3.75
0,797,14860,0,26,2,314554.8,22,3.625
0,698,38900,0,43,1,319428.81,21,4.75
0,788,46220,25,21,2,221363.55,12,4.125
0,679,-1,0,35,2,92017.8,21,4.5
0,801,31460,0,34,1,168000,7,4
0,767,14860,0,45,1,329176.14,16,4.125
0,740,42220,0,25,2,348736.44,22,4
0,730,15540,0,17,2,310777.75,20,3.875
0,789,18140,6,28,2,305869.89,16,3
0,706,26420,0,40,1,128000,4,4.375
0,685,30780,0,28,2,155687.25,10,4.125
0,727,39900,0,18,2,249791.6,13,4.25
0,732,12420,0,40,1,133025.4,13,4.55
0,775,32820,30,32,2,136494.32,8,4.625
0,694,12060,0,14,1,165407.58,14,4.75
0,792,24660,30,36,2,295000,1,4.625
0,774,14010,25,27,1,160210.63,17,3.725
0,681,19740,0,41,1,188545.06,14,4.75
0,772,-1,0,13,2,65000,7,4.25
0,784,11244,0,35,1,433277.09,19,4.125
0,781,24780,0,17,1,79897.62,18,3.5
0,640,41180,0,29,1,81000,6,3.625
0,723,42220,0,37,2,383512.7,16,4.125
0,679,19740,0,37,2,292613.05,18,4.125
0,810,31084,0,36,2,224445.24,17,3.875
0,720,19124,0,41,1,411032.75,11,4.125
0,727,31084,0,33,2,502828.64,16,4.25
0,798,38060,0,14,1,271683.87,15,4
0,798,40140,0,42,2,356798.55,21,4.125
0,823,-1,0,35,2,104000,3,3
0,721,16974,0,37,1,304659.99,18,3.75
0,685,22744,25,36,1,262492.51,21,4.25
0,776,31084,0,40,1,287333.78,15,3.99
0,725,41620,0,38,1,215879.93,13,4.375
0,774,29404,12,39,1,318242.23,14,3.25
0,799,41740,30,36,2,386997.62,10,4.875
0,768,36740,25,32,1,101729.08,17,4.125
0,701,41740,0,28,1,386342.79,14,4.125
0,710,-1,0,19,2,86944.1,12,3.875
0,689,47664,0,21,1,79000,5,3.5
0,703,12060,25,41,1,408586.66,15,4.375
0,789,35380,0,23,2,75754.3,19,4.25
0,677,22660,0,49,2,411032.75,11,4.125
0,804,16974,0,33,1,397000,6,4.25
0,755,11244,0,33,2,382679.55,16,3.125
0,680,16974,0,36,1,269807.01,13,4
1,657,45104,6,32,1,265837.52,17,3.375
0,792,-1,0,20,1,28000,7,3.375
0,817,23104,30,49,2,61753.71,0,4.75
0,708,40484,0,41,1,190000,4,3.25
0,706,42020,0,27,2,341980.1,16,4.125
0,778,31084,0,44,2,612605.72,15,4
0,737,40140,0,49,2,201543.93,13,4.25
0,806,17140,0,22,1,279317.29,15,3
0,746,31084,0,50,1,308996.1,15,4
0,755,41940,25,38,2,513344.72,19,4.25
0,820,29820,0,36,1,347238.15,16,3.875
0,709,47894,0,33,2,433679.67,19,4.125
0,793,13820,30,22,2,177000,7,4.5
0,734,37340,0,29,1,76000,2,4.25
0,688,-1,0,25,1,164022.7,21,4.18
0,714,14454,25,41,1,278222.65,13,4.125
0,747,36140,0,29,2,297043.28,14,4.25
0,747,42644,25,25,2,478425.85,19,4.25
0,728,33460,30,30,2,160414.62,18,4.625
0,769,29820,0,37,2,260853.14,10,3.875
0,730,41620,0,45,1,345000,5,4.125
0,758,48300,30,48,2,377974.35,13,4
0,801,41100,0,42,2,182915.39,19,4
0,769,41740,0,40,2,413000,6,4.125
0,796,36260,0,17,2,206742.41,16,3.875
0,754,19124,25,40,2,289557.05,14,4
0,776,41740,0,27,1,118320.11,12,4.25
0,693,19740,25,35,2,377200.39,8,3.99
0,804,-1,0,36,2,31952.82,13,3
0,792,14260,0,13,2,88767.56,11,4.375
0,767,33340,0,14,2,92000,1,4
0,708,36740,25,38,1,301290.95,15,4.125
0,765,19740,30,31,2,383194.36,17,4.375
0,749,40140,0,38,1,200591.47,18,3.75
0,790,11244,0,39,2,364612,15,3.99
0,811,42644,0,33,2,173000,6,4
0,756,36084,0,43,2,250509.36,13,4
0,798,36084,0,46,1,191000,1,3.875
0,794,18020,0,31,2,216297.66,12,3.75
0,783,15804,0,28,2,338201.97,16,4.125
0,768,19740,12,28,2,265042.41,17,4
0,719,29404,0,37,1,372861.3,13,3.625
0,793,14454,0,43,1,281922.35,12,2.99
0,656,-1,0,34,2,84614.52,19,3.125
0,767,42644,0,48,1,359320.09,10,4.125
0,640,40140,0,44,2,247217.56,16,4.875
0,811,42644,0,23,1,232536.67,18,4.125
0,760,38900,0,44,2,237396.25,16,3
0,785,41180,0,29,2,339000,5,2.75
0,732,15540,0,40,2,226000,7,3.75
0,793,31084,0,30,1,434000,1,3.375
0,698,11700,0,48,1,89000,5,4.75
0,687,41180,30,27,2,308789.74,10,4.5
0,669,19804,30,43,2,374701.57,20,4.125
0,784,41940,0,25,2,616000,6,4.375
0,757,16974,0,34,1,174737.83,12,4
0,709,35614,0,45,1,494862.1,19,4.25
0,709,36084,0,26,2,312000,4,3.75
0,701,-1,0,27,2,358686.65,16,3.27
0,787,14010,0,30,2,99304.81,21,3.2
0,802,11244,0,47,1,239103.8,20,2.875
0,813,16740,30,41,2,133062.75,10,4
0,724,42034,0,29,1,555000,5,4
0,782,28140,0,44,2,142000,4,3.875
0,704,15804,25,41,1,136518.82,19,3.375
0,762,30140,0,44,2,90952.18,15,3.75
0,683,33124,0,44,1,100399.18,17,3.375
0,778,19124,0,37,1,59936.78,16,3.125
0,767,24660,30,25,2,257990.14,17,4.125
0,767,41940,0,41,1,487423.48,22,4.375
0,771,28140,0,26,1,172294.65,11,3.125
0,805,41100,0,50,1,172305.32,10,4.25
0,718,38060,30,22,1,161511.59,21,4.25
0,786,14454,0,35,2,387970.09,17,3.625
0,685,31084,0,45,2,516898.84,13,4.75
0,776,18140,0,35,1,382909.19,19,2.875
0,795,46520,0,49,2,590000,7,3.875
0,765,49340,30,31,1,385233.33,10,4.25
0,771,34820,25,40,1,298360.56,8,3.875
0,663,39300,0,21,1,410991.38,10,4.125
0,808,12580,0,33,1,301386.78,12,3.875
0,643,39300,0,43,1,97893.34,15,4.125
0,745,41740,0,45,1,122105.49,17,4.125
0,746,38060,0,23,2,334000,2,3.95
0,781,36084,0,50,2,560607.07,18,4.25
0,681,12420,0,44,2,167410.65,19,4
0,816,42644,0,27,1,469341.43,16,4
0,807,42644,0,43,2,458731.41,21,4.125
0,774,41940,0,43,2,784209.09,15,4.25
0,721,31084,0,43,1,296000,6,3.875
0,730,42034,0,44,1,316467.09,18,3.75
0,751,31084,12,40,2,479381.35,12,4.25
0,708,12060,25,31,2,342354.42,16,4
0,779,31084,0,39,1,207000,5,4.625
0,731,41940,0,43,1,374000,5,4.08
0,812,35614,0,34,1,416035.96,17,3.75
0,790,41740,0,43,2,502000,6,4
0,806,44100,0,14,2,135834.43,13,3
0,715,12420,0,42,2,307673.18,16,4.25
0,754,-1,0,46,2,241090.26,18,3.375
0,685,47580,0,41,1,163495.95,8,4.625
0,749,17860,12,46,2,363586.73,19,3.75
0,802,29404,0,10,2,173035.46,18,3.125
0,746,32820,0,23,1,76702.47,15,4.125
0,751,12060,30,31,2,81057.49,18,4.125
0,669,-1,0,42,1,170080.44,10,4.25
0,756,18140,30,36,1,111000,4,4
0,701,-1,0,38,2,178180.27,18,4.125
0,805,11244,25,18,1,338617.46,17,4.25
0,778,41180,0,17,1,652.99,10,3.75
0,750,27140,25,26,1,163038.95,19,4
0,808,31140,0,19,1,92996.37,22,4
0,787,19124,0,26,2,294641.09,13,3.875
0,759,11244,0,43,2,395221.98,10,3.75
0,720,15764,27,40,2,403345.05,16,4.25
0,700,42644,30,38,2,179000,6,4.125
0,796,19740,0,41,1,325441.56,15,4
0,783,42220,0,28,2,176721.07,22,4.25
0,720,-1,0,41,1,88883.41,11,4.25
0,795,47664,12,29,2,194997.31,19,4.375
0,758,38060,0,43,2,334030.89,15,4.05
0,757,38060,0,38,2,259489.04,14,4.125
0,755,15540,25,44,2,288656.22,21,4.25
0,741,41940,12,36,1,578967.19,14,4.125
0,712,38060,0,44,1,162559.93,22,4.625
0,785,25540,0,40,2,2302.36,20,3.875
0,743,33460,0,14,2,405152.41,20,4
0,752,42644,0,39,1,263753.74,17,4.125
0,807,18580,0,39,1,198000,7,4.5
0,730,41740,12,26,2,369202.05,14,4.375
0,734,29820,25,36,1,153054.69,18,4.25
0,734,-1,0,29,1,151000,5,3.625
0,739,16740,0,49,2,188266.81,11,4.125
0,768,16974,0,23,2,186119.26,22,4.125
0,731,14454,30,29,2,284145.71,12,4
0,791,33340,0,22,1,234000,6,3.5
0,694,-1,0,40,1,283423.65,17,3.5
0,749,24860,0,29,2,124000,3,3.875
0,767,-1,30,29,2,205000,5,4.25
0,819,39460,0,19,2,107185.95,22,3.875
0,732,19740,0,45,1,244956.87,15,4.125
0,702,47664,12,38,1,204828.24,12,4
0,781,34940,30,33,2,291265.07,19,4
0,691,19380,25,26,2,180969.94,15,3.75
0,754,30980,0,29,2,214572.13,18,3.75
0,779,25540,0,19,1,199794.64,19,3.25
0,813,26420,0,29,2,31197.74,20,3.625
0,728,41940,0,30,1,279395.18,15,3.75
0,788,31084,0,36,1,410630.2,12,3.75
0,722,15980,0,33,1,125785.14,22,3.875
0,725,12060,0,31,2,122000,1,4.625
0,765,45300,25,39,1,411283.86,10,4
0,768,14500,0,28,1,273175.23,17,4.125
0,801,41940,0,30,1,291000,6,3.25
0,708,41940,0,27,2,621000,6,4.125
0,755,19124,0,30,1,246577,15,3.75
0,816,11244,0,7,1,399561.65,13,3.75
0,778,10500,30,40,2,269829.22,12,3.625
0,788,37340,0,22,2,191029.18,15,4.125
0,812,31340,0,30,1,151000,6,4
0,708,15764,0,44,2,161111.8,11,4.625
0,771,31084,0,33,2,587916.41,18,3.75
0,659,41620,0,40,1,353000,6,4.75
0,744,42644,0,40,2,397477.88,12,4.125
0,787,14454,0,33,2,393429.53,14,3.375
0,814,19740,0,36,2,409017.36,14,3.99
0,720,11244,0,40,2,368387.57,19,3.875
0,666,40140,0,38,2,213704.67,13,4.375
0,719,47894,0,44,1,518302.41,15,4.25
0,713,41740,0,32,2,446141.12,21,4.375
0,710,36500,0,35,1,167844.14,14,4
0,764,16974,0,31,2,412000,2,3.875
0,800,42644,0,22,1,360000,3,3.625
0,785,36084,0,14,2,261517.46,10,4
0,620,20700,0,27,1,195660.35,19,4.5
0,710,37100,0,42,1,542235.79,12,4.75
0,727,26420,0,27,2,90702.87,12,3.5
0,800,24540,0,33,2,77370.35,17,3.875
0,735,19124,0,49,2,339364.32,17,3.875
0,661,41940,0,30,1,333249.63,18,3.625
0,706,42020,0,37,2,480000,6,4.25
0,637,28940,0,21,2,154000,5,4.875
0,789,17460,0,32,2,77239.55,16,3.99
0,800,35004,0,28,2,369672.23,12,3.75
0,714,41500,0,39,1,370307.89,15,4.375
0,748,-1,0,45,2,401855.22,18,4.125
0,701,16740,6,43,1,150208.48,17,3.99
0,791,22380,0,31,2,240722.25,14,3.5
0,742,19740,30,32,1,227000,4,3.75
0,689,41740,0,24,2,311585.27,15,4
0,718,-1,0,40,2,163288.34,14,4.125
0,693,41180,30,39,1,300833.69,13,3.875
0,743,13900,0,20,1,256326.03,19,4.125
0,760,41180,12,30,2,345110.89,16,4
0,790,38900,0,23,1,215265.68,15,3.75
0,711,38060,0,29,1,166087.89,13,4.125
0,659,26900,0,39,1,410279.72,12,4
0,793,17460,0,43,2,76484.93,16,3
0,722,11244,0,29,2,377890.47,15,3.875
0,752,19124,0,48,1,17080.03,20,4.375
0,760,12420,25,36,2,230296.29,17,3.625
0,680,41740,0,29,1,260889.66,17,3.75
0,780,40140,0,20,2,202781.68,21,3.999
0,708,11244,0,46,2,407163.02,16,3.625
0,716,19740,25,34,1,333671.09,17,4.25
0,766,41180,25,37,1,262788.42,21,4.625
0,782,31084,30,43,2,400094.86,11,4.375
0,776,16974,25,22,1,139290.31,22,3.875
0,705,36084,0,26,1,366398.08,16,4.25
0,721,40900,25,26,1,397817.16,20,4
0,800,39900,0,28,2,220883.47,17,4.25
0,766,36084,0,34,1,329032.18,13,4
0,801,31084,0,43,1,227330.02,22,3.75
0,717,39900,0,39,2,389718.03,20,3.75
0,710,-1,0,27,2,176690.18,13,3.75
0,813,42020,0,45,1,93099.22,14,4.25
0,792,29820,0,43,1,110635.72,22,4.25
0,681,19124,0,18,2,115037.62,12,4.25
0,667,19124,0,33,1,61886.39,19,4.625
0,787,12060,0,35,1,343140.39,17,3.625
0,791,47894,0,26,1,223489.39,16,3.125
0,731,36540,12,36,1,110817.65,15,4.375
0,706,44060,0,37,2,113000,5,4.5
0,797,33740,0,21,2,99000,7,3.625
0,803,37860,0,32,1,161372.73,15,3.625
0,690,42220,25,28,2,319353.65,19,3.75
0,700,18140,0,29,2,383579.54,13,4.125
0,788,17660,0,29,2,231000,1,4.125
0,784,12420,12,33,1,395026.75,15,3.875
0,783,29820,30,17,2,151140.78,20,4.25
0,773,36420,0,22,2,369392.83,16,4.125
0,676,36084,0,46,1,556258.5,10,3.75
0,732,23104,0,39,2,257677.73,16,3.875
0,820,16974,0,14,1,226923.79,10,3.75
0,701,35084,0,38,1,274934,21,4.25
0,734,40900,0,26,2,457427,16,4.125
0,682,36084,0,44,2,402739.79,10,4.05
0,674,38060,0,42,1,177928.14,21,4.99
0,751,41180,0,44,2,262818.12,14,4.25
0,734,19740,30,35,2,396783.17,12,4.25
0,684,31084,0,45,1,166430.08,15,4.25
0,745,36084,0,39,1,398174.93,16,3.625
0,749,36084,0,38,2,317310.98,18,4
0,761,18700,0,40,1,134161.64,11,3.875
0,735,12540,12,37,2,222737.04,14,4.125
0,794,16974,0,46,2,138003.69,12,2.875
0,719,26900,0,23,2,391580.52,15,3.375
0,751,41740,0,45,1,362040.06,17,3.875
0,784,11244,0,40,1,318154.39,15,3.875
0,793,11460,0,42,2,303609.5,15,4
0,797,19740,0,31,1,391979.49,12,4
1,711,17420,0,45,1,212771.26,14,3.875
0,763,-1,0,31,2,124132.25,18,3.375
0,677,47894,0,40,1,146824.36,19,3.125
0,795,41940,0,30,1,531717.3,16,3.75
0,734,42644,0,35,1,207362.79,15,4.125
0,771,11244,0,40,1,450796.78,10,3.875
0,729,-1,30,30,2,144751.79,12,3.75
0,801,47894,0,24,2,208186.8,19,3.375
0,796,-1,0,33,2,338576.96,22,3.75
0,798,41940,0,38,1,317852.98,17,3.875
0,723,40140,0,43,1,235273.72,14,3.875
0,790,23060,25,43,1,121331.06,8,3.99
0,786,37100,0,47,2,255428.04,13,3.875
0,648,-1,0,29,2,201147.26,15,3.25
0,755,12420,0,30,2,74822.62,20,3.25
0,698,-1,0,26,2,89944.4,17,3.75
0,779,-1,0,47,2,523352.69,19,4
0,763,26420,0,14,2,46502.11,14,3.375
0,784,26900,0,20,1,293734.67,18,3.875
0,747,11244,0,35,2,404887.15,13,3.75
0,775,39340,30,36,2,205514.41,13,4.375
0,784,-1,0,40,1,55249.58,13,4
0,755,38060,30,43,2,317231.75,22,3.85
0,749,15980,0,35,2,203166.31,12,3.99
0,657,16974,0,42,1,411289.87,12,4.375
0,761,27980,0,37,1,442245.95,13,4.125
0,790,19740,0,49,1,181029.95,18,4.125
0,751,28020,0,38,2,296979.51,16,3.75
0,774,-1,0,40,1,93000,3,3.875
0,704,48424,0,18,1,400385.97,13,4.375
0,760,38540,0,44,2,124000,4,4.25
0,727,19740,25,45,1,328749.14,13,4.25
0,777,44700,0,38,1,412000,1,4.25
0,734,43900,12,17,1,692.22,22,3.375
0,794,41740,0,33,2,477554.31,13,3.75
0,705,26900,0,48,2,166677.09,10,4.25
0,707,20994,0,31,2,124568.8,15,3.99
0,751,26420,0,14,2,79367.01,9,3.125
0,741,31084,25,45,1,251000,5,4.25
0,713,24540,25,32,2,338837.1,13,4.375
0,789,26420,0,47,1,186763.83,19,3.875
0,762,40900,0,41,1,198048.84,15,3.75
0,639,-1,0,15,2,46653.15,18,3.53
0,703,29820,0,40,2,150054.65,15,3.5
0,731,29820,0,34,1,166000,3,3.875
0,714,42200,0,36,2,158606.45,12,3.5
0,664,24660,0,16,2,32276.33,13,3.5
0,730,41180,0,30,2,211467.62,17,3
0,790,-1,0,21,1,87111.72,17,3.5
0,797,15764,0,22,2,157915.17,10,4.125
0,816,38060,0,18,2,164340.94,15,4
0,702,16700,0,42,2,208739.25,21,4.125
0,801,35614,0,29,2,275651.78,15,3.75
0,812,47894,0,39,2,129812.5,18,3.875
0,816,41884,0,45,1,203014.52,21,4
0,754,41940,0,45,2,271000,7,4.25
0,764,22420,0,27,1,106486.84,19,4.25
0,791,-1,0,12,2,152440.59,22,3.25
0,772,41740,0,20,2,401901.25,14,3.99
0,650,38900,0,39,1,184641.94,12,4.125
0,797,28940,30,38,1,176751.83,14,4.125
0,812,-1,0,39,2,79084.66,16,3
0,793,42034,0,49,2,448345.07,11,4
0,737,31084,0,40,2,258321.72,18,3.99
0,787,41740,0,50,2,388081.56,15,4.25
0,742,40140,30,35,2,219037.99,17,4.375
0,796,44100,0,41,2,111000,6,3.625
0,727,40900,30,28,2,391846.87,14,3.625
0,807,35614,0,29,1,136585.46,21,3.125
0,816,33460,0,24,1,185604.5,17,4.125
0,782,19740,0,37,2,344798.6,0,4
0,764,47664,30,46,2,395426.98,15,4
0,731,12060,0,36,2,79973.06,21,4.125
0,694,47260,0,13,1,252045.36,11,3.375
0,762,17900,0,31,2,196287.05,11,3.125
0,812,47894,0,35,2,273000,2,3.125
0,690,42020,0,43,1,369441.95,13,3.125
0,771,41740,0,38,1,430146.13,15,4
0,732,37340,0,45,1,146378.57,9,4.375
0,733,38900,0,27,2,270762.14,9,4.375
0,780,10740,0,43,2,176148.58,10,3.75
0,760,18140,0,19,2,34762.4,21,3.375
0,756,29820,0,27,1,169000,3,3.75
0,766,12540,0,39,2,128837.65,21,3.125
0,728,19740,0,31,2,322332.27,21,4.125
0,805,29620,0,33,2,90286.87,12,3.125
0,776,47894,0,25,2,555562.07,15,4.125
0,749,39300,0,49,2,212278.05,14,4.125
0,817,16974,0,30,1,55288.21,19,3
0,700,42644,0,40,2,396217.45,17,4.625
0,807,42020,0,19,1,269626.17,16,3.5
0,750,31084,0,40,2,402638.25,10,4
0,780,19124,0,49,1,8608.48,11,4
1,691,-1,0,45,1,210041.93,16,4.625
0,736,22660,30,31,2,153570.51,16,4.875
0,806,12420,25,23,1,195670.13,11,3.625
0,799,-1,30,24,1,199476.16,13,4.125
0,801,42644,0,23,1,230000,7,3.875
0,790,41884,0,24,2,588324.63,16,3.75
0,733,43524,0,32,1,349759.75,18,3.5
0,776,31084,0,43,1,304603.87,16,3.875
0,787,11244,0,37,1,392681.56,14,4.25
0,735,31084,0,36,1,422591.63,19,4
0,742,12060,30,23,1,147731.53,18,3.75
0,780,12060,0,40,2,178940.06,20,3.875
0,809,42100,0,49,1,588268.12,11,4
0,806,24660,0,41,1,253488.42,16,4
0,684,36740,30,32,1,218976.34,14,3.99
0,745,40900,30,42,1,268148.85,19,4
0,796,18140,30,26,2,160449.34,14,4.125
0,796,45300,0,40,1,195690.96,9,4
0,803,-1,0,48,2,74000,5,3.16
0,755,11244,25,44,2,407278.86,12,4
0,749,19740,0,26,1,203000,5,3.99
0,705,33460,0,44,1,90553.67,16,4.18
0,730,41940,0,36,1,528588.26,14,4.125
0,690,40900,0,30,2,338254.5,20,4.375
0,787,42200,0,45,1,450644.53,15,3.99
0,714,35614,0,21,1,375549.11,20,4.25
0,732,16974,0,37,1,167190.46,19,4.75
0,689,37100,0,29,1,331050.37,14,4
0,715,40484,0,31,1,119000,7,4.5
0,784,23104,0,31,1,61111.81,15,3.625
0,806,19740,0,17,1,249415.8,15,4
0,751,41884,0,25,2,437902.18,14,3.125
0,762,41180,12,24,2,290315.06,17,3.875
0,812,40140,0,40,2,180652.97,15,4.125
0,797,41740,30,33,1,313949.56,10,3.875
0,739,11244,0,47,1,643449.51,13,4.5
0,791,48620,0,45,1,111594.43,18,4.125
0,780,47260,0,43,1,49308.91,10,4.625
0,756,40140,0,45,1,171432.88,14,4.25
0,682,48424,0,44,1,24992.42,14,4.5
0,673,41740,0,20,2,206735.57,13,4
0,809,-1,25,19,1,150012.38,14,3.875
0,776,17140,0,44,2,318239.18,16,4.125
0,763,25060,0,26,2,139111.46,15,3.75
0,751,-1,0,28,1,106000,3,4
0,791,12580,0,40,1,242630.51,16,4.125
0,628,31084,0,40,1,191755.73,19,3.5
0,742,14454,0,24,2,289048.1,16,3.625
0,724,22744,0,46,1,120723.34,21,5.125
0,803,47300,25,15,1,186529.82,21,3.625
0,782,38060,0,48,2,234277.42,19,4
0,736,12060,30,29,1,309801.79,18,3.75
0,800,41740,0,25,2,549007.81,17,4.125
0,791,42644,0,34,1,297348.09,22,3.625
0,771,41740,0,36,1,392372.45,15,3.75
0,790,42644,0,29,1,514000,5,3.625
0,808,41884,0,34,1,384304.49,14,3.875
0,814,16974,0,31,1,67681.45,9,3
0,674,28020,0,32,2,117163.73,13,4.75
0,721,31084,0,45,1,140000,6,4
0,736,19740,0,49,1,36249.69,11,3.5
0,716,16974,0,39,2,114000,3,4.125
0,772,12420,0,15,2,233865.93,16,3
0,763,35084,0,42,1,431923.97,11,4.125
0,726,16974,0,32,1,155255.95,11,4.25
0,746,26900,0,21,2,358695.04,16,3.125
0,737,19124,0,39,1,98358.62,10,3.125
0,806,42644,0,48,2,290613.69,22,4
0,768,40140,0,28,2,408928.53,14,4
0,810,14860,0,19,1,410279.72,12,4
0,744,11244,0,25,1,381212.4,12,3.75
0,775,16974,30,39,1,215730.48,16,4.25
0,745,47894,0,48,2,402637.23,10,4
0,741,-1,0,33,1,34820.77,8,2.875
0,730,42220,0,49,2,265934.42,20,3.75
0,799,40140,0,38,1,285635.51,11,3.875
0,719,-1,0,32,2,117980.5,12,3.75
0,774,41180,0,35,1,302259.35,10,3.875
0,752,41540,0,40,2,25183.82,9,4
0,773,12580,25,34,2,218786.53,20,4.125
0,681,14500,0,45,2,273368.89,9,4.375
0,623,45104,0,33,2,176942.72,15,5.125
0,697,41180,0,27,1,171000,6,4.625
0,800,17660,0,48,2,266710.92,9,3.75
0,802,47664,0,26,1,270000,1,3
0,807,-1,6,23,2,287253.17,14,2.99
0,706,42200,0,42,1,200095.06,11,4.125
0,817,-1,30,40,2,130772.27,14,4.75
0,817,45104,0,22,1,77367.39,13,2.875
0,791,47664,0,32,2,55000,4,3.5
0,798,38900,25,35,1,389867.86,15,3.75
0,747,47894,25,41,2,557862.27,12,4
0,734,12060,0,35,1,137478.93,11,2.99
0,802,24860,0,11,1,109443.17,17,3.5
0,681,36084,25,29,2,373710.62,17,4.125
0,793,34820,30,40,1,305658.56,19,4.375
0,727,39140,30,43,2,301873.15,14,4.125
0,779,40140,0,39,2,393412.21,12,3.875
0,677,12940,0,24,1,135227.59,12,3.375
0,794,46060,0,45,2,135227.59,0,3.5
0,731,12580,0,40,2,93547.72,18,4.75
0,704,41620,0,40,2,179755.63,13,3.375
0,783,40900,0,36,1,296000,4,3
0,799,33874,0,22,2,371546.14,18,3.75
0,809,26420,0,45,1,67886.91,15,3.875
0,675,45940,0,45,1,293769.4,21,3.375
0,759,28140,25,43,1,164311.15,19,3.99
0,707,15804,0,42,1,117531.21,16,4
0,752,39580,0,46,1,251287.83,13,4
0,700,31084,0,41,2,606000,7,4.125
0,750,19124,0,27,2,74098.97,19,4.375
0,750,40140,0,46,2,323689.56,10,4
0,670,19740,0,45,2,190890.96,15,4.375
0,739,12580,0,41,2,171011.39,20,3.5
0,807,45300,25,15,2,209000.22,18,3.625
0,749,41620,25,23,2,400625.9,15,3.75
0,686,15764,0,32,1,324304.33,12,3.875
0,791,-1,0,19,1,182922.41,11,3.75
0,770,11244,12,38,1,609342.94,17,3.44
0,802,-1,25,42,2,186870.8,12,3.875
0,730,46060,0,32,2,137952.32,11,4
0,688,46700,0,32,2,202830.21,17,3.875
0,722,16974,12,41,1,266494.92,16,4.125
0,802,11700,0,33,1,292170.25,15,4
0,797,47894,0,37,2,406000,4,3.125
0,693,16740,0,37,1,406711.97,17,3.75
0,690,46340,0,44,1,232056.76,16,4.25
0,705,37964,12,35,2,397603.26,21,4
0,764,41740,0,37,2,195833.83,18,3.875
0,684,33460,30,31,2,125000,7,3.875
0,736,46520,0,33,2,493873.19,9,4.18
0,705,45104,30,41,1,223000,3,4.375
0,688,47894,0,43,1,366664.72,16,3.99
0,735,36084,0,43,2,406929.08,17,3.875
0,775,38900,0,30,2,270958.72,17,3.99
0,701,40140,0,32,2,268167.03,19,3.99
0,799,35614,0,43,1,107474.05,11,4.25
0,780,43524,25,40,2,612450.75,15,3.99
0,777,41740,25,33,1,546878.93,17,4.375
0,790,17140,0,36,1,114768.29,17,3.5
0,690,15764,12,28,1,368509.22,11,4.625
0,687,38900,0,43,1,221225.57,18,4.5
0,807,28140,0,32,2,76421.86,11,2.95
0,766,15980,0,42,1,127055.56,22,3.875
0,790,41940,0,40,2,405774.61,14,4.125
0,784,26420,0,26,1,284000,4,3.5
0,808,44180,0,31,1,112000,5,3.625
0,699,14500,0,28,1,359112.2,19,4.125
0,698,17460,0,35,1,72552.64,18,3.33
0,765,19124,25,41,1,348501.35,16,3.875
0,721,41940,0,46,1,471038.55,8,4.25
0,811,12420,0,37,1,297902.93,15,4
0,753,19740,25,26,2,198561,20,4.125
0,702,36084,0,34,2,270950.33,14,4.25
0,791,29404,0,39,2,382000,6,5.125
0,754,45300,25,38,1,164556.6,21,4
0,671,36260,0,33,2,174968.26,19,3.875
0,716,36084,0,36,2,297596.73,15,3.875
0,816,31084,0,48,2,276239.24,10,3.875
0,628,47894,0,26,1,183877.99,9,4.125
0,728,19124,25,31,1,212877.83,9,4.375
0,738,33460,0,33,1,240032.57,19,4
0,757,40140,0,45,1,246640.54,10,3.875
0,761,47664,25,25,2,110000,3,3.75
0,768,42680,0,34,2,224000,2,4
0,783,47664,25,21,1,378000,4,3.125
0,792,42200,0,45,1,518417.16,13,3.25
0,678,49740,0,39,2,64243.67,20,3.125
0,708,47894,0,27,2,79000,5,3.125
0,680,14454,30,40,1,112446.16,11,4.75
0,716,41740,0,18,1,392127.04,15,4.5
0,801,31084,0,42,2,463756.44,17,3.875
0,769,36084,0,18,2,590000,5,3.75
0,804,26300,0,38,2,290870.32,11,4.25
0,811,16020,0,42,2,207000,3,4.125
0,663,-1,0,26,2,166834.11,16,4.25
0,785,23420,0,40,2,312766.49,16,3.875
0,753,23104,30,41,1,150795.38,14,4.125
0,710,14260,0,19,2,154782.56,18,4
0,720,18140,12,26,1,142202.98,16,4.125
0,801,45104,30,48,2,378000,4,4.25
0,800,38060,0,39,2,95216.4,13,3.75
0,787,34980,0,10,2,236639.02,9,3.625
0,783,16974,0,35,2,71677.68,19,4.125
0,729,48900,0,39,1,91437.76,19,3.875
0,809,16974,0,39,1,274605.34,17,3.75
0,748,-1,25,11,2,81047.13,12,4
0,814,41180,0,24,2,226395.25,16,3.125
0,784,19780,0,34,1,179558.55,17,3.75
0,747,11244,0,38,1,366930.07,15,3.75
0,789,47664,0,26,2,285000,4,4.375
0,770,36740,12,36,2,114743.35,17,3.875
